title_crunchyroll,title_original,is_dubedd,episodes,duration,season,genres_cr,genres_al,distribuition,rating_distribuition_cr,rating_distribuition_al,votes_cr,votes_al,studios,source,media,image,epi_score_dst,al_sequels
A Destructive God Sits Next to Me,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,False,12.0,24.0,WINTER,"['comedy', 'slice of life']","['Comedy', 'Slice of Life']",['Yomiuri Telecasting Corporation (YTV)'],"[{'score': 1, 'amount': 5}, {'score': 2, 'amount': 3}, {'score': 3, 'amount': 7}, {'score': 4, 'amount': 8}, {'score': 5, 'amount': 31}]","[{'score': 10, 'amount': 109}, {'score': 20, 'amount': 91}, {'score': 30, 'amount': 181}, {'score': 40, 'amount': 285}, {'score': 50, 'amount': 575}, {'score': 60, 'amount': 831}, {'score': 70, 'amount': 901}, {'score': 80, 'amount': 557}, {'score': 90, 'amount': 350}, {'score': 100, 'amount': 218}]",54,4098.0,"[{'isMain': True, 'node': {'id': 6125, 'name': 'EMT Squared'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx104936-pj2LwAKTPZ4u.png,"[{'episode': 'Temporada 1,\n            Episódio 12', 'rating': 4.5, 'votes': 407}, {'episode': 'Temporada 1,\n            Episódio 11', 'rating': 5.0, 'votes': 268}, {'episode': 'Temporada 1,\n            Episódio 10', 'rating': 5.0, 'votes': 276}, {'episode': 'Temporada 1,\n            Episódio 9', 'rating': 5.0, 'votes': 256}, {'episode': 'Temporada 1,\n            Episódio 8', 'rating': 5.0, 'votes': 268}, {'episode': 'Temporada 1,\n            Episódio 7', 'rating': 4.5, 'votes': 269}, {'episode': 'Temporada 1,\n            Episódio 6', 'rating': 5.0, 'votes': 323}, {'episode': 'Temporada 1,\n            Episódio 5', 'rating': 5.0, 'votes': 336}, {'episode': 'Temporada 1,\n            Episódio 4', 'rating': 4.5, 'votes': 336}, {'episode': 'Temporada 1,\n            Episódio 3', 'rating': 4.5, 'votes': 428}, {'episode': 'Temporada 1,\n            Episódio 2', 'rating': 4.5, 'votes': 543}, {'episode': 'Temporada 1,\n            Episódio 1', 'rating': 4.0, 'votes': 1230}]",[]
A Place Further Than the Universe,Sora yori mo Tooi Basho,False,13.0,24.0,WINTER,"['adventure', 'slice of life', 'seinen']","['Adventure', 'Comedy', 'Drama']",['Kadokawa Pictures Inc.'],"[{'score': 1, 'amount': 2}, {'score': 2, 'amount': 1}, {'score': 3, 'amount': 2}, {'score': 4, 'amount': 12}, {'score': 5, 'amount': 266}]","[{'score': 10, 'amount': 140}, {'score': 20, 'amount': 60}, {'score': 30, 'amount': 146}, {'score': 40, 'amount': 300}, {'score': 50, 'amount': 808}, {'score': 60, 'amount': 1466}, {'score': 70, 'amount': 4395}, {'score': 80, 'amount': 9674}, {'score': 90, 'amount': 13543}, {'score': 100, 'amount': 10522}]",283,41054.0,"[{'isMain': True, 'node': {'id': 11, 'name': 'MADHOUSE'}}]",ORIGINAL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99426-5jWTUs719lQN.png,[],[]
A Sister's All You Need.,Imouto sae Ireba Ii.,False,12.0,24.0,FALL,"['drama', 'slice of life', 'comedy', 'harem']","['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",['Bandai Visual'],"[{'score': 1, 'amount': 10}, {'score': 2, 'amount': 4}, {'score': 3, 'amount': 5}, {'score': 4, 'amount': 35}, {'score': 5, 'amount': 96}]","[{'score': 10, 'amount': 313}, {'score': 20, 'amount': 246}, {'score': 30, 'amount': 511}, {'score': 40, 'amount': 864}, {'score': 50, 'amount': 1790}, {'score': 60, 'amount': 3418}, {'score': 70, 'amount': 7523}, {'score': 80, 'amount': 6833}, {'score': 90, 'amount': 3385}, {'score': 100, 'amount': 1602}]",150,26485.0,"[{'isMain': True, 'node': {'id': 300, 'name': 'SILVER LINK.'}}]",LIGHT_NOVEL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98596-E2aZouOyuQ8G.jpg,"[{'episode': 'Episódio 12', 'rating': 5.0, 'votes': 2354}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 1377}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 1126}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 1222}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 1252}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 1240}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 1314}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 1281}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 1411}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 1324}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 1565}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 2365}]",[]
ABCiee Working Diary,ABCiee Shuugyou Nikki,False,12.0,3.0,WINTER,"['slice of life', 'comedy']",['Comedy'],['ABC Asahi'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 0}, {'score': 3, 'amount': 1}, {'score': 4, 'amount': 1}, {'score': 5, 'amount': 2}]","[{'score': 10, 'amount': 20}, {'score': 20, 'amount': 19}, {'score': 30, 'amount': 47}, {'score': 40, 'amount': 44}, {'score': 50, 'amount': 94}, {'score': 60, 'amount': 60}, {'score': 70, 'amount': 48}, {'score': 80, 'amount': 17}, {'score': 90, 'amount': 10}, {'score': 100, 'amount': 14}]",4,373.0,"[{'isMain': True, 'node': {'id': 866, 'name': 'Fanworks'}}]",OTHER,TV_SHORT,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx127692-J64CxPiN0omG.jpg,"[{'episode': 'Episódio 12', 'rating': 4.5, 'votes': 33}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 29}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 30}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 25}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 29}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 30}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 35}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 29}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 34}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 29}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 42}, {'episode': 'Episódio 1', 'rating': 4.0, 'votes': 71}]",[]
Absolute Duo,Absolute Duo,False,12.0,24.0,WINTER,"['action', 'fantasy', 'romance']","['Action', 'Ecchi', 'Romance', 'Supernatural']",['Media Factory'],"[{'score': 1, 'amount': 3}, {'score': 2, 'amount': 4}, {'score': 3, 'amount': 5}, {'score': 4, 'amount': 11}, {'score': 5, 'amount': 10}]","[{'score': 10, 'amount': 774}, {'score': 20, 'amount': 1252}, {'score': 30, 'amount': 2062}, {'score': 40, 'amount': 3156}, {'score': 50, 'amount': 5644}, {'score': 60, 'amount': 8287}, {'score': 70, 'amount': 8802}, {'score': 80, 'amount': 4658}, {'score': 90, 'amount': 2326}, {'score': 100, 'amount': 1374}]",33,38335.0,"[{'isMain': True, 'node': {'id': 4418, 'name': '8-bit'}}]",LIGHT_NOVEL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20785-AsFpG5XMj7ip.jpg,"[{'episode': 'Episódio 12', 'rating': 4.5, 'votes': 260}, {'episode': 'Episódio 11', 'rating': 4.5, 'votes': 119}, {'episode': 'Episódio 10', 'rating': 4.5, 'votes': 110}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 124}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 134}, {'episode': 'Episódio 7', 'rating': 4.5, 'votes': 130}, {'episode': 'Episódio 6', 'rating': 4.5, 'votes': 139}, {'episode': 'Episódio 5', 'rating': 4.5, 'votes': 142}, {'episode': 'Episódio 4', 'rating': 4.5, 'votes': 171}, {'episode': 'Episódio 3', 'rating': 4.5, 'votes': 174}, {'episode': 'Episódio 2', 'rating': 4.5, 'votes': 180}, {'episode': 'Episódio 1', 'rating': 4.5, 'votes': 259}]",[]
ACCA: 13-Territory Inspection Dept.,ACCA: 13-ku Kansatsu-ka,False,12.0,24.0,WINTER,"['adventure', 'drama', 'thriller', 'sci-fi', 'mystery']","['Drama', 'Mystery', 'Slice of Life']",['Bandai Visual'],"[{'score': 1, 'amount': 0}, {'score': 2, 'amount': 2}, {'score': 3, 'amount': 3}, {'score': 4, 'amount': 11}, {'score': 5, 'amount': 51}]","[{'score': 10, 'amount': 61}, {'score': 20, 'amount': 37}, {'score': 30, 'amount': 90}, {'score': 40, 'amount': 225}, {'score': 50, 'amount': 518}, {'score': 60, 'amount': 1183}, {'score': 70, 'amount': 2952}, {'score': 80, 'amount': 4028}, {'score': 90, 'amount': 2174}, {'score': 100, 'amount': 737}]",67,12005.0,"[{'isMain': True, 'node': {'id': 11, 'name': 'MADHOUSE'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21823-0XTjZ0Rtm7va.jpg,"[{'episode': 'Episódio OVA', 'rating': 5.0, 'votes': 246}]","[{'relationType': 'SEQUEL', 'node': {'id': 108714, 'title': {'romaji': 'ACCA: 13-ku Kansatsu-ka - Regards', 'english': 'ACCA: 13-Territory Inspection Dept. - Regards'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108714-7QDTectcCIa3.jpg'}, 'duration': 45, 'episodes': 1, 'season': 'WINTER', 'format': 'OVA', 'genres': ['Drama', 'Mystery'], 'startDate': {'year': 2020}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 7}, {'score': 30, 'amount': 14}, {'score': 40, 'amount': 22}, {'score': 50, 'amount': 97}, {'score': 60, 'amount': 229}, {'score': 70, 'amount': 561}, {'score': 80, 'amount': 336}, {'score': 90, 'amount': 175}, {'score': 100, 'amount': 53}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 11, 'name': 'MADHOUSE'}}]}}}]"
Ace Attorney,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",False,24.0,24.0,SPRING,"['comedy', 'drama', 'mystery']","['Comedy', 'Drama', 'Mystery']",['Yomiuri Telecasting Corporation (YTV)'],"[{'score': 1, 'amount': 19}, {'score': 2, 'amount': 16}, {'score': 3, 'amount': 14}, {'score': 4, 'amount': 29}, {'score': 5, 'amount': 69}]","[{'score': 10, 'amount': 196}, {'score': 20, 'amount': 300}, {'score': 30, 'amount': 601}, {'score': 40, 'amount': 983}, {'score': 50, 'amount': 1413}, {'score': 60, 'amount': 2036}, {'score': 70, 'amount': 2200}, {'score': 80, 'amount': 1090}, {'score': 90, 'amount': 579}, {'score': 100, 'amount': 337}]",147,9735.0,"[{'isMain': True, 'node': {'id': 561, 'name': 'A-1 Pictures'}}]",VISUAL_NOVEL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21360-H6yRBVYEEodS.png,"[{'episode': 'Temporada 2,\n            Episódio 23', 'rating': 5.0, 'votes': 298}, {'episode': 'Temporada 2,\n            Episódio 22', 'rating': 5.0, 'votes': 169}, {'episode': 'Temporada 2,\n            Episódio 21', 'rating': 5.0, 'votes': 151}, {'episode': 'Temporada 2,\n            Episódio 20', 'rating': 5.0, 'votes': 125}, {'episode': 'Temporada 2,\n            Episódio 19', 'rating': 5.0, 'votes': 144}, {'episode': 'Temporada 2,\n            Episódio 18', 'rating': 5.0, 'votes': 147}, {'episode': 'Temporada 2,\n            Episódio 17', 'rating': 5.0, 'votes': 145}, {'episode': 'Temporada 2,\n            Episódio 16', 'rating': 5.0, 'votes': 143}, {'episode': 'Temporada 2,\n            Episódio 15', 'rating': 5.0, 'votes': 140}, {'episode': 'Temporada 2,\n            Episódio 14', 'rating': 4.5, 'votes': 153}, {'episode': 'Temporada 2,\n            Episódio 13', 'rating': 5.0, 'votes': 197}, {'episode': 'Temporada 2,\n            Episódio 12', 'rating': 5.0, 'votes': 168}, {'episode': 'Temporada 2,\n            Episódio 11', 'rating': 5.0, 'votes': 146}, {'episode': 'Temporada 2,\n            Episódio 10', 'rating': 5.0, 'votes': 144}, {'episode': 'Temporada 2,\n            Episódio 9', 'rating': 5.0, 'votes': 140}, {'episode': 'Temporada 2,\n            Episódio 8', 'rating': 5.0, 'votes': 129}, {'episode': 'Temporada 2,\n            Episódio 7', 'rating': 5.0, 'votes': 134}, {'episode': 'Temporada 2,\n            Episódio 6', 'rating': 5.0, 'votes': 177}, {'episode': 'Temporada 2,\n            Episódio 5', 'rating': 5.0, 'votes': 177}, {'episode': 'Temporada 2,\n            Episódio 4', 'rating': 5.0, 'votes': 177}, {'episode': 'Temporada 2,\n            Episódio 3', 'rating': 5.0, 'votes': 175}, {'episode': 'Temporada 2,\n            Episódio 2', 'rating': 5.0, 'votes': 192}, {'episode': 'Temporada 2,\n            Episódio 1', 'rating': 5.0, 'votes': 293}]","[{'relationType': 'SEQUEL', 'node': {'id': 101313, 'title': {'romaji': 'Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2', 'english': 'Ace Attorney Season 2'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101313-JczYu0yYZf6K.jpg'}, 'duration': 24, 'episodes': 23, 'season': 'FALL', 'format': 'TV', 'genres': ['Comedy', 'Drama', 'Mystery'], 'startDate': {'year': 2018}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 56}, {'score': 20, 'amount': 16}, {'score': 30, 'amount': 49}, {'score': 40, 'amount': 97}, {'score': 50, 'amount': 257}, {'score': 60, 'amount': 471}, {'score': 70, 'amount': 857}, {'score': 80, 'amount': 593}, {'score': 90, 'amount': 348}, {'score': 100, 'amount': 187}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 6222, 'name': 'CloverWorks'}}]}}}]"
Ace of the Diamond,Diamond no Ace,False,75.0,24.0,FALL,"['sports', 'slice of life', 'shonen']","['Comedy', 'Sports']",['TV TOKYO'],"[{'score': 1, 'amount': 6}, {'score': 2, 'amount': 7}, {'score': 3, 'amount': 8}, {'score': 4, 'amount': 25}, {'score': 5, 'amount': 200}]","[{'score': 10, 'amount': 87}, {'score': 20, 'amount': 19}, {'score': 30, 'amount': 72}, {'score': 40, 'amount': 143}, {'score': 50, 'amount': 427}, {'score': 60, 'amount': 841}, {'score': 70, 'amount': 2667}, {'score': 80, 'amount': 4821}, {'score': 90, 'amount': 3781}, {'score': 100, 'amount': 2054}]",246,14912.0,"[{'isMain': True, 'node': {'id': 10, 'name': 'Production I.G'}}, {'isMain': True, 'node': {'id': 11, 'name': 'MADHOUSE'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx18689-HrvWZjpWvxMr.jpg,"[{'episode': 'Episódio 52', 'rating': 5.0, 'votes': 795}, {'episode': 'Episódio 51', 'rating': 5.0, 'votes': 451}, {'episode': 'Episódio 50', 'rating': 5.0, 'votes': 412}, {'episode': 'Episódio 49', 'rating': 5.0, 'votes': 420}, {'episode': 'Episódio 48', 'rating': 4.0, 'votes': 508}, {'episode': 'Episódio 47', 'rating': 5.0, 'votes': 428}, {'episode': 'Episódio 46', 'rating': 5.0, 'votes': 508}, {'episode': 'Episódio 45', 'rating': 5.0, 'votes': 807}, {'episode': 'Episódio 44', 'rating': 5.0, 'votes': 450}, {'episode': 'Episódio 43', 'rating': 5.0, 'votes': 539}, {'episode': 'Episódio 42', 'rating': 5.0, 'votes': 503}, {'episode': 'Episódio 41', 'rating': 5.0, 'votes': 547}, {'episode': 'Episódio 40', 'rating': 5.0, 'votes': 581}, {'episode': 'Episódio 39', 'rating': 5.0, 'votes': 755}, {'episode': 'Episódio 38', 'rating': 5.0, 'votes': 450}, {'episode': 'Episódio 37', 'rating': 5.0, 'votes': 424}, {'episode': 'Episódio 36', 'rating': 5.0, 'votes': 448}, {'episode': 'Episódio 35', 'rating': 5.0, 'votes': 482}, {'episode': 'Episódio 34', 'rating': 5.0, 'votes': 501}, {'episode': 'Episódio 33', 'rating': 5.0, 'votes': 557}, {'episode': 'Episódio 32', 'rating': 5.0, 'votes': 483}, {'episode': 'Episódio 31', 'rating': 5.0, 'votes': 546}, {'episode': 'Episódio 30', 'rating': 5.0, 'votes': 596}, {'episode': 'Episódio 29', 'rating': 3.0, 'votes': 663}, {'episode': 'Episódio 28', 'rating': 5.0, 'votes': 576}, {'episode': 'Episódio 27', 'rating': 5.0, 'votes': 541}, {'episode': 'Episódio 26', 'rating': 5.0, 'votes': 550}, {'episode': 'Episódio 25', 'rating': 5.0, 'votes': 768}, {'episode': 'Episódio 24', 'rating': 5.0, 'votes': 761}, {'episode': 'Episódio 23', 'rating': 5.0, 'votes': 666}, {'episode': 'Episódio 22', 'rating': 5.0, 'votes': 792}, {'episode': 'Episódio 21', 'rating': 5.0, 'votes': 461}, {'episode': 'Episódio 20', 'rating': 5.0, 'votes': 507}, {'episode': 'Episódio 19', 'rating': 5.0, 'votes': 465}, {'episode': 'Episódio 18', 'rating': 5.0, 'votes': 523}, {'episode': 'Episódio 17', 'rating': 5.0, 'votes': 528}, {'episode': 'Episódio 16', 'rating': 5.0, 'votes': 659}, {'episode': 'Episódio 15', 'rating': 5.0, 'votes': 1012}, {'episode': 'Episódio 14', 'rating': 4.5, 'votes': 445}, {'episode': 'Episódio 13', 'rating': 5.0, 'votes': 539}, {'episode': 'Episódio 12', 'rating': 5.0, 'votes': 491}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 505}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 553}, {'episode': 'Episódio 9', 'rating': 4.5, 'votes': 464}, {'episode': 'Episódio 8', 'rating': 5.0, 'votes': 514}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 494}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 532}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 600}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 536}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 494}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 589}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 829}]","[{'relationType': 'SEQUEL', 'node': {'id': 21085, 'title': {'romaji': 'Diamond no Ace: Second Season', 'english': 'Ace of the Diamond Second Season'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21085-qqkUxpMgtFDW.jpg'}, 'duration': 24, 'episodes': 51, 'season': 'SPRING', 'format': 'TV', 'genres': ['Comedy', 'Sports'], 'startDate': {'year': 2015}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 63}, {'score': 20, 'amount': 5}, {'score': 30, 'amount': 25}, {'score': 40, 'amount': 49}, {'score': 50, 'amount': 175}, {'score': 60, 'amount': 374}, {'score': 70, 'amount': 1345}, {'score': 80, 'amount': 2904}, {'score': 90, 'amount': 2978}, {'score': 100, 'amount': 1713}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 10, 'name': 'Production I.G'}}, {'isMain': True, 'node': {'id': 11, 'name': 'MADHOUSE'}}]}}}, {'relationType': 'SEQUEL', 'node': {'id': 98582, 'title': {'romaji': 'Diamond no Ace Second Season OVA', 'english': 'Ace of Diamond: Second Season OVA'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/98582-jXpGf1pEA7zF.jpg'}, 'duration': 24, 'episodes': 2, 'season': 'SUMMER', 'format': 'OVA', 'genres': ['Comedy', 'Sports'], 'startDate': {'year': 2016}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 7}, {'score': 20, 'amount': 3}, {'score': 30, 'amount': 4}, {'score': 40, 'amount': 9}, {'score': 50, 'amount': 48}, {'score': 60, 'amount': 97}, {'score': 70, 'amount': 302}, {'score': 80, 'amount': 271}, {'score': 90, 'amount': 165}, {'score': 100, 'amount': 121}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 10, 'name': 'Production I.G'}}, {'isMain': True, 'node': {'id': 11, 'name': 'MADHOUSE'}}]}}}, {'relationType': 'SEQUEL', 'node': {'id': 105749, 'title': {'romaji': 'Diamond no Ace Act II', 'english': 'Ace of the Diamond act II'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105749-bbqFNGq0r6mS.jpg'}, 'duration': 24, 'episodes': 52, 'season': 'SPRING', 'format': 'TV', 'genres': ['Comedy', 'Sports'], 'startDate': {'year': 2019}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 28}, {'score': 20, 'amount': 7}, {'score': 30, 'amount': 14}, {'score': 40, 'amount': 38}, {'score': 50, 'amount': 138}, {'score': 60, 'amount': 259}, {'score': 70, 'amount': 763}, {'score': 80, 'amount': 1830}, {'score': 90, 'amount': 1767}, {'score': 100, 'amount': 1164}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 11, 'name': 'MADHOUSE'}}]}}}]"
Active Raid,Active Raid: Kidou Kyoushuushitsu Dai Hakkei,False,12.0,24.0,WINTER,"['action', 'mecha', 'sci-fi']","['Action', 'Mecha']",['Sotsu'],"[{'score': 1, 'amount': 17}, {'score': 2, 'amount': 9}, {'score': 3, 'amount': 8}, {'score': 4, 'amount': 17}, {'score': 5, 'amount': 4}]","[{'score': 10, 'amount': 109}, {'score': 20, 'amount': 144}, {'score': 30, 'amount': 295}, {'score': 40, 'amount': 506}, {'score': 50, 'amount': 890}, {'score': 60, 'amount': 840}, {'score': 70, 'amount': 677}, {'score': 80, 'amount': 243}, {'score': 90, 'amount': 98}, {'score': 100, 'amount': 58}]",55,3860.0,"[{'isMain': True, 'node': {'id': 4420, 'name': 'Production IMS'}}]",ORIGINAL,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21417-WSWqRZuv8uDC.png,"[{'episode': 'Temporada 2,\n            Episódio 12', 'rating': 4.5, 'votes': 164}, {'episode': 'Temporada 2,\n            Episódio 11', 'rating': 5.0, 'votes': 126}, {'episode': 'Temporada 2,\n            Episódio 10', 'rating': 4.5, 'votes': 118}, {'episode': 'Temporada 2,\n            Episódio 9', 'rating': 5.0, 'votes': 114}, {'episode': 'Temporada 2,\n            Episódio 8', 'rating': 4.5, 'votes': 123}, {'episode': 'Temporada 2,\n            Episódio 7', 'rating': 4.5, 'votes': 128}, {'episode': 'Temporada 2,\n            Episódio 6', 'rating': 4.5, 'votes': 120}, {'episode': 'Temporada 2,\n            Episódio 5', 'rating': 4.5, 'votes': 132}, {'episode': 'Temporada 2,\n            Episódio 4', 'rating': 4.5, 'votes': 135}, {'episode': 'Temporada 2,\n            Episódio 3', 'rating': 4.5, 'votes': 145}, {'episode': 'Temporada 2,\n            Episódio 2', 'rating': 4.5, 'votes': 159}, {'episode': 'Temporada 2,\n            Episódio 1', 'rating': 4.5, 'votes': 191}]","[{'relationType': 'SEQUEL', 'node': {'id': 21534, 'title': {'romaji': 'Active Raid: Kidou Kyoushuushitsu Dai Hakkei 2', 'english': 'Active Raid Second'}, 'coverImage': {'large': 'https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21534-eAZQLprJKlBt.jpg'}, 'duration': 24, 'episodes': 12, 'season': 'SUMMER', 'format': 'TV', 'genres': ['Mecha', 'Sci-Fi'], 'startDate': {'year': 2016}, 'stats': {'scoreDistribution': [{'score': 10, 'amount': 26}, {'score': 20, 'amount': 32}, {'score': 30, 'amount': 70}, {'score': 40, 'amount': 105}, {'score': 50, 'amount': 226}, {'score': 60, 'amount': 324}, {'score': 70, 'amount': 378}, {'score': 80, 'amount': 174}, {'score': 90, 'amount': 74}, {'score': 100, 'amount': 30}]}, 'studios': {'edges': [{'isMain': True, 'node': {'id': 4420, 'name': 'Production IMS'}}]}}}]"
"Actually, I Am",Jitsu wa Watashi wa,False,13.0,24.0,SUMMER,"['comedy', 'romance', 'supernatural']","['Comedy', 'Fantasy', 'Romance']","['TMS Entertainment Co., Ltd.']","[{'score': 1, 'amount': 5}, {'score': 2, 'amount': 4}, {'score': 3, 'amount': 10}, {'score': 4, 'amount': 24}, {'score': 5, 'amount': 51}]","[{'score': 10, 'amount': 119}, {'score': 20, 'amount': 130}, {'score': 30, 'amount': 360}, {'score': 40, 'amount': 729}, {'score': 50, 'amount': 1559}, {'score': 60, 'amount': 2980}, {'score': 70, 'amount': 4618}, {'score': 80, 'amount': 2530}, {'score': 90, 'amount': 929}, {'score': 100, 'amount': 478}]",94,14432.0,"[{'isMain': True, 'node': {'id': 73, 'name': 'TMS Entertainment'}}, {'isMain': True, 'node': {'id': 6238, 'name': '3xCube'}}]",MANGA,TV,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21033-EmMtV4Hh4zep.jpg,"[{'episode': 'Episódio 13', 'rating': 5.0, 'votes': 1279}, {'episode': 'Episódio 12', 'rating': 5.0, 'votes': 884}, {'episode': 'Episódio 11', 'rating': 5.0, 'votes': 911}, {'episode': 'Episódio 10', 'rating': 5.0, 'votes': 972}, {'episode': 'Episódio 9', 'rating': 5.0, 'votes': 1020}, {'episode': 'Episódio 8', 'rating': 4.5, 'votes': 955}, {'episode': 'Episódio 7', 'rating': 5.0, 'votes': 1049}, {'episode': 'Episódio 6', 'rating': 5.0, 'votes': 1068}, {'episode': 'Episódio 5', 'rating': 5.0, 'votes': 989}, {'episode': 'Episódio 4', 'rating': 5.0, 'votes': 1097}, {'episode': 'Episódio 3', 'rating': 5.0, 'votes': 1049}, {'episode': 'Episódio 2', 'rating': 5.0, 'votes': 1272}, {'episode': 'Episódio 1', 'rating': 5.0, 'votes': 1559}]",[]
